,main_score,task,model,prompt,is_baseline
73,0.375533,MasakhaNEWSClusteringS2S,BAAI/bge-large-en-v1.5,MasakhaNEWS headline clustering input:,False
74,0.694895,AmazonCounterfactualClassification,BAAI/bge-large-en-v1.5,Classify this Amazon review pair (eng):,False
76,0.17571,Touche2020Retrieval.v3,BAAI/bge-large-en-v1.5,Argument retrieval input:,False
77,0.253951,MasakhaNEWSClusteringS2S,BAAI/bge-large-en-v1.5,"Cluster representation for MasakhaNEWS headlines, language eng:",False
78,0.654204,AmazonCounterfactualClassification,BAAI/bge-large-en-v1.5,"Assign a category to the given review pair, language eng:",False
80,0.887636,ImdbClassification,BAAI/bge-large-en-v1.5,Determine the class for the given passage:,False
81,0.920516,ImdbClassification,BAAI/bge-large-en-v1.5,Category prediction for the review:,False
82,0.527639,MasakhaNEWSClusteringS2S,BAAI/bge-large-en-v1.5,Group similar MasakhaNEWS headlines:,False
83,0.361757,MedrxivClusteringP2P.v2,BAAI/bge-large-en-v1.5,Assign to a cluster (eng):,False
84,0.91784,ImdbClassification,BAAI/bge-large-en-v1.5,Predict the label for the provided sentence:,False
85,0.40328,MIRACLRetrievalHardNegatives.v2,BAAI/bge-large-en-v1.5,Encode this input for retrieval:,False
86,0.687694,STS22.v2,BAAI/bge-large-en-v1.5,Text pair similarity assessment:,False
87,0.699399,AmazonCounterfactualClassification,BAAI/bge-large-en-v1.5,Label the following Amazon review:,False
89,0.33037,Touche2020Retrieval.v3,BAAI/bge-large-en-v1.5,Search for relevant argument passage:,False
90,0.892424,ImdbClassification,BAAI/bge-large-en-v1.5,Encode and classify the following eng snippet from Large Movie Review Dataset:,False
91,0.649099,AmazonCounterfactualClassification,BAAI/bge-large-en-v1.5,Assign a category to this input:,False
93,0.34363,Touche2020Retrieval.v3,BAAI/bge-large-en-v1.5,Query for retrieval:,False
94,0.783876,STS15,BAAI/bge-large-en-v1.5,Assess semantic similarity in eng:,False
95,0.687651,STS22.v2,BAAI/bge-large-en-v1.5,Compare similarity between two news texts:,False
96,0.38882,MIRACLRetrievalHardNegatives.v2,BAAI/bge-large-en-v1.5,MIRACL retrieval query in eng:,False
97,0.21733,Touche2020Retrieval.v3,BAAI/bge-large-en-v1.5,Text to be used in retrieval:,False
98,0.424289,MasakhaNEWSClusteringS2S,BAAI/bge-large-en-v1.5,Cluster these MasakhaNEWS headlines:,False
99,0.421696,MasakhaNEWSClusteringS2S,BAAI/bge-large-en-v1.5,Clustering input:,False
100,0.35942,MedrxivClusteringP2P.v2,BAAI/bge-large-en-v1.5,Group similar texts (eng):,False
101,0.839255,STS15,BAAI/bge-large-en-v1.5,Similarity score:,False
102,0.72502,FEVERHardNegatives,BAAI/bge-large-en-v1.5,Encode this input for retrieval:,False
103,0.447057,MasakhaNEWSClusteringS2S,BAAI/bge-large-en-v1.5,Cluster this text:,False
104,0.363719,MedrxivClusteringP2P.v2,BAAI/bge-large-en-v1.5,Encode for clustering (eng):,False
105,0.528906,TweetSentimentClassification,BAAI/bge-large-en-v1.5,Label the tweet's sentiment:,False
106,0.638353,STS14,BAAI/bge-large-en-v1.5,Encode for similarity in eng - SemEval STS 2014:,False
107,0.301555,MasakhaNEWSClusteringS2S,BAAI/bge-large-en-v1.5,Cluster representation:,False
108,0.02955,Touche2020Retrieval.v3,BAAI/bge-large-en-v1.5,Encode (eng) for Touché Task 1: Argument Retrieval for Controversial Questions:,False
109,0.920504,ImdbClassification,BAAI/bge-large-en-v1.5,Assign a category to this input:,False
110,0.576122,StackExchangeClustering.v2,BAAI/bge-large-en-v1.5,Assign to a cluster:,False
111,0.365148,MedrxivClusteringP2P.v2,BAAI/bge-large-en-v1.5,Cluster this text:,False
112,0.683458,STS22.v2,BAAI/bge-large-en-v1.5,Semantic similarity of multilingual articles:,False
113,0.578943,StackExchangeClustering.v2,BAAI/bge-large-en-v1.5,Assign each title to a cluster:,False
114,0.717237,STS14,BAAI/bge-large-en-v1.5,Encode this pair for similarity measurement:,False
115,0.512109,TweetSentimentClassification,BAAI/bge-large-en-v1.5,Sentiment analysis label:,False
116,0.355081,MasakhaNEWSClusteringS2S,BAAI/bge-large-en-v1.5,Eng: perform clustering on MasakhaNEWS news headlines:,False
117,0.686449,STS22.v2,BAAI/bge-large-en-v1.5,Similarity score for article pair:,False
118,0.358084,MedrxivClusteringP2P.v2,BAAI/bge-large-en-v1.5,Cluster these medrxiv titles+abstracts (eng):,False
119,0.505859,TweetSentimentClassification,BAAI/bge-large-en-v1.5,Determine the class for the given passage:,False
120,0.681468,STS14,BAAI/bge-large-en-v1.5,"Assess semantic similarity, language eng, dataset SemEval STS 2014:",False
121,0.630083,STS14,BAAI/bge-large-en-v1.5,"Compute text pair similarity (eng, SemEval STS 2014):",False
122,0.36615,Touche2020Retrieval.v3,BAAI/bge-large-en-v1.5,Retrieve relevant passage:,False
123,0.578532,StackExchangeClustering.v2,BAAI/bge-large-en-v1.5,Group the titles into clusters:,False
124,0.572034,StackExchangeClustering.v2,BAAI/bge-large-en-v1.5,Cluster representation:,False
125,0.739548,STS15,BAAI/bge-large-en-v1.5,Encode pair for semantic-similarity in eng:,False
126,0.37293,MIRACLRetrievalHardNegatives.v2,BAAI/bge-large-en-v1.5,Search for documents using this query:,False
127,0.496484,TweetSentimentClassification,BAAI/bge-large-en-v1.5,Classify the following text:,False
128,0.70963,FEVERHardNegatives,BAAI/bge-large-en-v1.5,Passage (eng) for retrieval task:,False
129,0.31406,Touche2020Retrieval.v3,BAAI/bge-large-en-v1.5,Query for Touché Retrieval:,False
130,0.745312,STS15,BAAI/bge-large-en-v1.5,"Measure text similarity in eng, SemEval STS 2015:",False
131,0.678293,STS14,BAAI/bge-large-en-v1.5,"Similarity score request, eng, SemEval STS 2014:",False
132,0.693586,STS22.v2,BAAI/bge-large-en-v1.5,"In eng, assess similarity of news article pair – SemEval 2022 Task 8:",False
133,0.551226,StackExchangeClustering.v2,BAAI/bge-large-en-v1.5,"Encode for clustering, language eng:",False
134,0.677389,STS22.v2,BAAI/bge-large-en-v1.5,Measure semantic similarity:,False
135,0.628108,STS14,BAAI/bge-large-en-v1.5,Encode for semantic matching:,False
136,0.708859,AmazonCounterfactualClassification,BAAI/bge-large-en-v1.5,Classify this review pair:,False
138,0.5868,FEVERHardNegatives,BAAI/bge-large-en-v1.5,Search representation (eng) for retrieval:,False
139,0.668421,STS14,BAAI/bge-large-en-v1.5,Measure semantic similarity:,False
140,0.36809,MIRACLRetrievalHardNegatives.v2,BAAI/bge-large-en-v1.5,Query (retrieval task):,False
141,0.685435,AmazonCounterfactualClassification,BAAI/bge-large-en-v1.5,Label the following counterfactual detection example in eng:,False
143,0.700751,AmazonCounterfactualClassification,BAAI/bge-large-en-v1.5,Determine the classification for this example:,False
145,0.515234,TweetSentimentClassification,BAAI/bge-large-en-v1.5,Label this tweet with its sentiment (eng):,False
146,0.485547,TweetSentimentClassification,BAAI/bge-large-en-v1.5,Sentiment label prediction (eng):,False
147,0.73285,STS15,BAAI/bge-large-en-v1.5,Encode for semantic matching:,False
148,0.504687,TweetSentimentClassification,BAAI/bge-large-en-v1.5,Classify the sentiment of this tweet:,False
149,0.23018,Touche2020Retrieval.v3,BAAI/bge-large-en-v1.5,Encode this query for argument retrieval:,False
150,0.77246,FEVERHardNegatives,BAAI/bge-large-en-v1.5,Encode this claim for retrieval:,False
151,0.685989,STS22.v2,BAAI/bge-large-en-v1.5,Similarity score between texts:,False
152,0.92746,ImdbClassification,BAAI/bge-large-en-v1.5,"Classify this review (eng, Large Movie Review Dataset):",False
153,0.704176,STS14,BAAI/bge-large-en-v1.5,Similarity score for the following texts:,False
154,0.30205,Touche2020Retrieval.v3,BAAI/bge-large-en-v1.5,Search representation:,False
155,0.737202,STS15,BAAI/bge-large-en-v1.5,Semantic similarity in eng (SemEval STS 2015):,False
156,0.694354,STS22.v2,BAAI/bge-large-en-v1.5,Semantic similarity (eng) – SemEval 2022 Task 8 News:,False
157,0.719219,AmazonCounterfactualClassification,BAAI/bge-large-en-v1.5,Label this example:,False
159,0.362871,MedrxivClusteringP2P.v2,BAAI/bge-large-en-v1.5,Cluster the medrxiv title and abstract:,False
160,0.696997,AmazonCounterfactualClassification,BAAI/bge-large-en-v1.5,"Predict the label for this instance, eng:",False
162,0.486328,TweetSentimentClassification,BAAI/bge-large-en-v1.5,Assign sentiment category to the following tweet:,False
163,0.699115,STS14,BAAI/bge-large-en-v1.5,Assess textual similarity:,False
164,0.934968,ImdbClassification,BAAI/bge-large-en-v1.5,Assign a label to this review:,False
165,0.563052,StackExchangeClustering.v2,BAAI/bge-large-en-v1.5,Cluster this text:,False
166,0.662345,STS14,BAAI/bge-large-en-v1.5,Query-Document similarity:,False
167,0.43734,MIRACLRetrievalHardNegatives.v2,BAAI/bge-large-en-v1.5,Retrieve relevant text in eng:,False
168,0.498437,TweetSentimentClassification,BAAI/bge-large-en-v1.5,Assign a category to this input:,False
169,0.30256,MIRACLRetrievalHardNegatives.v2,BAAI/bge-large-en-v1.5,Text to be used in retrieval:,False
170,0.684878,STS22.v2,BAAI/bge-large-en-v1.5,Query-Document similarity:,False
171,0.21943,Touche2020Retrieval.v3,BAAI/bge-large-en-v1.5,Retrieve arguments for controversial question:,False
172,0.540088,StackExchangeClustering.v2,BAAI/bge-large-en-v1.5,Cluster these stackexchange titles (eng):,False
173,0.45554,MIRACLRetrievalHardNegatives.v2,BAAI/bge-large-en-v1.5,Query for retrieval:,False
174,0.4359,MIRACLRetrievalHardNegatives.v2,BAAI/bge-large-en-v1.5,MIRACL retrieval query:,False
175,0.571967,StackExchangeClustering.v2,BAAI/bge-large-en-v1.5,Clustering input:,False
176,0.242495,MasakhaNEWSClusteringS2S,BAAI/bge-large-en-v1.5,Cluster MasakhaNEWS headlines in eng:,False
177,0.514453,TweetSentimentClassification,BAAI/bge-large-en-v1.5,Predict the label for the provided sentence:,False
178,0.692043,STS22.v2,BAAI/bge-large-en-v1.5,News article pair similarity:,False
179,0.569679,StackExchangeClustering.v2,BAAI/bge-large-en-v1.5,Create clusters for the given titles:,False
180,0.358978,MedrxivClusteringP2P.v2,BAAI/bge-large-en-v1.5,Cluster representation for medrxiv titles+abstracts:,False
181,0.40354,MasakhaNEWSClusteringS2S,BAAI/bge-large-en-v1.5,"Assign each MasakhaNEWS article title to a cluster, eng:",False
182,0.8241,FEVERHardNegatives,BAAI/bge-large-en-v1.5,Search representation:,False
183,0.40657,MIRACLRetrievalHardNegatives.v2,BAAI/bge-large-en-v1.5,Search representation:,False
184,0.739351,STS15,BAAI/bge-large-en-v1.5,Encode for semantic similarity:,False
185,0.44572,MIRACLRetrievalHardNegatives.v2,BAAI/bge-large-en-v1.5,Search passage for MIRACL in eng:,False
186,0.47208,MIRACLRetrievalHardNegatives.v2,BAAI/bge-large-en-v1.5,Retrieve relevant passage:,False
187,0.873708,ImdbClassification,BAAI/bge-large-en-v1.5,Category prediction for the following eng review (Large Movie Review Dataset):,False
188,0.911228,ImdbClassification,BAAI/bge-large-en-v1.5,Label this example:,False
189,0.8182,FEVERHardNegatives,BAAI/bge-large-en-v1.5,Retrieve relevant documents (eng):,False
190,0.686669,STS22.v2,BAAI/bge-large-en-v1.5,Evaluate semantic similarity (eng) on filtered SemEval 2022 Task 8 data:,False
191,0.1918,Touche2020Retrieval.v3,BAAI/bge-large-en-v1.5,Passage (eng) for argument retrieval:,False
192,0.488672,TweetSentimentClassification,BAAI/bge-large-en-v1.5,Classify the following tweet in eng:,False
193,0.479687,TweetSentimentClassification,BAAI/bge-large-en-v1.5,"Assign a sentiment category to this text, eng:",False
194,0.48125,TweetSentimentClassification,BAAI/bge-large-en-v1.5,eng sentiment analysis – classify:,False
195,0.916356,ImdbClassification,BAAI/bge-large-en-v1.5,Label this movie review in eng (dataset: Large Movie Review Dataset):,False
196,0.92558,ImdbClassification,BAAI/bge-large-en-v1.5,Classify the movie review:,False
197,0.551586,StackExchangeClustering.v2,BAAI/bge-large-en-v1.5,Group similar titles in eng:,False
198,0.555121,StackExchangeClustering.v2,BAAI/bge-large-en-v1.5,Cluster these StackExchange titles:,False
199,0.659201,STS14,BAAI/bge-large-en-v1.5,Semantic similarity query:,False
200,0.27192,Touche2020Retrieval.v3,BAAI/bge-large-en-v1.5,Retrieve (eng) relevant argument for Touché Task 1:,False
201,0.360162,MedrxivClusteringP2P.v2,BAAI/bge-large-en-v1.5,Group similar texts:,False
202,0.360881,MedrxivClusteringP2P.v2,BAAI/bge-large-en-v1.5,Assign this medrxiv entry to a cluster:,False
203,0.359581,MedrxivClusteringP2P.v2,BAAI/bge-large-en-v1.5,Clustering input (eng):,False
204,0.44077,MasakhaNEWSClusteringS2S,BAAI/bge-large-en-v1.5,Group similar texts:,False
205,0.771972,STS15,BAAI/bge-large-en-v1.5,Query-Document similarity:,False
206,0.360405,MedrxivClusteringP2P.v2,BAAI/bge-large-en-v1.5,Group similar medrxiv texts into one of 51 categories:,False
207,0.79484,FEVERHardNegatives,BAAI/bge-large-en-v1.5,Query for retrieval:,False
208,0.582471,STS14,BAAI/bge-large-en-v1.5,Text pair similarity assessment:,False
209,0.565931,StackExchangeClustering.v2,BAAI/bge-large-en-v1.5,Cluster representation for titles:,False
210,0.361759,MedrxivClusteringP2P.v2,BAAI/bge-large-en-v1.5,Embedding for clustering of medrxiv abstracts:,False
211,0.460684,MasakhaNEWSClusteringS2S,BAAI/bge-large-en-v1.5,Assign each news article title to a cluster:,False
212,0.677958,STS14,BAAI/bge-large-en-v1.5,"Semantic similarity (eng, SemEval STS 2014):",False
213,0.791829,STS15,BAAI/bge-large-en-v1.5,SemEval STS 2015 - Semantic similarity:,False
214,0.771833,STS15,BAAI/bge-large-en-v1.5,Similarity score between texts:,False
215,0.25898,MIRACLRetrievalHardNegatives.v2,BAAI/bge-large-en-v1.5,Encode for retrieval in eng:,False
216,0.743725,STS15,BAAI/bge-large-en-v1.5,Text pair similarity assessment:,False
217,0.79925,FEVERHardNegatives,BAAI/bge-large-en-v1.5,Retrieve relevant passage:,False
218,0.771315,STS14,BAAI/bge-large-en-v1.5,STS 2014: compare the two sentences:,False
219,0.677406,STS22.v2,BAAI/bge-large-en-v1.5,Encode for semantic matching:,False
220,0.637387,AmazonCounterfactualClassification,BAAI/bge-large-en-v1.5,Text classification (eng) – Amazon reviews:,False
222,0.914332,ImdbClassification,BAAI/bge-large-en-v1.5,Classify the following text:,False
223,0.805259,STS15,BAAI/bge-large-en-v1.5,Similarity between sentences in eng (SemEval STS 2015):,False
224,0.362944,MedrxivClusteringP2P.v2,BAAI/bge-large-en-v1.5,Cluster representation:,False
225,0.62274,STS14,BAAI/bge-large-en-v1.5,Similarity score between texts:,False
226,0.877412,ImdbClassification,BAAI/bge-large-en-v1.5,Assign a label to the text in eng – Large Movie Review Dataset:,False
227,0.30821,Touche2020Retrieval.v3,BAAI/bge-large-en-v1.5,Query (eng) for retrieval:,False
228,0.091211,MasakhaNEWSClusteringS2S,BAAI/bge-large-en-v1.5,Cluster representation for news headlines:,False
229,0.696096,AmazonCounterfactualClassification,BAAI/bge-large-en-v1.5,Predict the label for the provided sentence:,False
231,0.688477,STS22.v2,BAAI/bge-large-en-v1.5,Compute similarity in eng for SemEval 2022 Task 8 pairs:,False
232,0.366545,MedrxivClusteringP2P.v2,BAAI/bge-large-en-v1.5,Clustering input:,False
233,0.707508,AmazonCounterfactualClassification,BAAI/bge-large-en-v1.5,Classify the following text:,False
235,0.566097,StackExchangeClustering.v2,BAAI/bge-large-en-v1.5,Clustering input (eng):,False
236,0.23877,Touche2020Retrieval.v3,BAAI/bge-large-en-v1.5,Search (eng) query for retrieval task:,False
237,0.526563,TweetSentimentClassification,BAAI/bge-large-en-v1.5,Predict sentiment for the tweet:,False
238,0.572613,StackExchangeClustering.v2,BAAI/bge-large-en-v1.5,Group similar texts:,False
239,0.569423,StackExchangeClustering.v2,BAAI/bge-large-en-v1.5,"Assign each title to a cluster, language eng:",False
240,0.79738,FEVERHardNegatives,BAAI/bge-large-en-v1.5,Query (eng) for retrieval:,False
241,0.924636,ImdbClassification,BAAI/bge-large-en-v1.5,Label this movie review:,False
242,0.684835,AmazonCounterfactualClassification,BAAI/bge-large-en-v1.5,Determine the class for the given passage:,False
244,0.810759,STS15,BAAI/bge-large-en-v1.5,Query similarity:,False
245,0.71465,FEVERHardNegatives,BAAI/bge-large-en-v1.5,Text to be used in retrieval:,False
246,0.765491,STS15,BAAI/bge-large-en-v1.5,Measure semantic similarity:,False
247,0.684526,STS22.v2,BAAI/bge-large-en-v1.5,eng: measure semantic similarity of news article pair (SemEval 2022 Task 8):,False
248,0.705405,AmazonCounterfactualClassification,BAAI/bge-large-en-v1.5,Predict the class:,False
250,0.74894,FEVERHardNegatives,BAAI/bge-large-en-v1.5,Passage retrieval input:,False
251,0.360645,MedrxivClusteringP2P.v2,BAAI/bge-large-en-v1.5,Assign to a cluster:,False
252,0.42485,MIRACLRetrievalHardNegatives.v2,BAAI/bge-large-en-v1.5,Encode this MIRACL query for retrieval:,False
253,0.927844,ImdbClassification,BAAI/bge-large-en-v1.5,Predict the class for the following review:,False
254,0.75423,FEVERHardNegatives,BAAI/bge-large-en-v1.5,Encode this FEVER claim in eng for retrieval:,False
255,0.346705,MasakhaNEWSClusteringS2S,BAAI/bge-large-en-v1.5,Group similar news headlines (MasakhaNEWS) in eng:,False
256,0.4251,MIRACLRetrievalHardNegatives.v2,BAAI/bge-large-en-v1.5,Query for retrieval in eng:,False
257,0.37489,MIRACLRetrievalHardNegatives.v2,BAAI/bge-large-en-v1.5,Retrieve relevant documents for the following query:,False
258,0.29844,Touche2020Retrieval.v3,BAAI/bge-large-en-v1.5,Encode this input for retrieval:,False
259,0.68254,FEVERHardNegatives,BAAI/bge-large-en-v1.5,Retrieve relevant documents for the given claim:,False
260,0.528516,TweetSentimentClassification,Qwen/Qwen3-Embedding-0.6B,Label this example:,False
261,0.614832,MasakhaNEWSClusteringS2S,Qwen/Qwen3-Embedding-0.6B,Assign to a cluster:,False
262,0.927628,AmazonCounterfactualClassification,Qwen/Qwen3-Embedding-0.6B,Assign a counterfactual detection label:,False
264,0.87474,FEVERHardNegatives,Qwen/Qwen3-Embedding-0.6B,Search representation for retrieval:,False
265,0.535892,MasakhaNEWSClusteringS2S,Qwen/Qwen3-Embedding-0.6B,MasakhaNEWS headline clustering input:,False
266,0.73964,AmazonCounterfactualClassification,Qwen/Qwen3-Embedding-0.6B,Classify this Amazon review pair (eng):,False
268,0.60372,Touche2020Retrieval.v3,Qwen/Qwen3-Embedding-0.6B,Argument retrieval input:,False
269,0.472847,MasakhaNEWSClusteringS2S,Qwen/Qwen3-Embedding-0.6B,"Cluster representation for MasakhaNEWS headlines, language eng:",False
270,0.705105,AmazonCounterfactualClassification,Qwen/Qwen3-Embedding-0.6B,"Assign a category to the given review pair, language eng:",False
272,0.894496,ImdbClassification,Qwen/Qwen3-Embedding-0.6B,Determine the class for the given passage:,False
273,0.9473,ImdbClassification,Qwen/Qwen3-Embedding-0.6B,Category prediction for the review:,False
274,0.529422,MasakhaNEWSClusteringS2S,Qwen/Qwen3-Embedding-0.6B,Group similar MasakhaNEWS headlines:,False
275,0.369807,MedrxivClusteringP2P.v2,Qwen/Qwen3-Embedding-0.6B,Assign to a cluster (eng):,False
276,0.924984,ImdbClassification,Qwen/Qwen3-Embedding-0.6B,Predict the label for the provided sentence:,False
277,0.49638,MIRACLRetrievalHardNegatives.v2,Qwen/Qwen3-Embedding-0.6B,Encode this input for retrieval:,False
278,0.684339,STS22.v2,Qwen/Qwen3-Embedding-0.6B,Text pair similarity assessment:,False
279,0.691892,AmazonCounterfactualClassification,Qwen/Qwen3-Embedding-0.6B,Label the following Amazon review:,False
281,0.65876,Touche2020Retrieval.v3,Qwen/Qwen3-Embedding-0.6B,Search for relevant argument passage:,False
282,0.944988,ImdbClassification,Qwen/Qwen3-Embedding-0.6B,Encode and classify the following eng snippet from Large Movie Review Dataset:,False
283,0.71021,AmazonCounterfactualClassification,Qwen/Qwen3-Embedding-0.6B,Assign a category to this input:,False
285,0.63429,Touche2020Retrieval.v3,Qwen/Qwen3-Embedding-0.6B,Query for retrieval:,False
286,0.884522,STS15,Qwen/Qwen3-Embedding-0.6B,Assess semantic similarity in eng:,False
287,0.701916,STS22.v2,Qwen/Qwen3-Embedding-0.6B,Compare similarity between two news texts:,False
288,0.51711,MIRACLRetrievalHardNegatives.v2,Qwen/Qwen3-Embedding-0.6B,MIRACL retrieval query in eng:,False
289,0.61231,Touche2020Retrieval.v3,Qwen/Qwen3-Embedding-0.6B,Text to be used in retrieval:,False
290,0.51722,MasakhaNEWSClusteringS2S,Qwen/Qwen3-Embedding-0.6B,Cluster these MasakhaNEWS headlines:,False
291,0.43363,MasakhaNEWSClusteringS2S,Qwen/Qwen3-Embedding-0.6B,Clustering input:,False
292,0.377023,MedrxivClusteringP2P.v2,Qwen/Qwen3-Embedding-0.6B,Group similar texts (eng):,False
293,0.875697,STS15,Qwen/Qwen3-Embedding-0.6B,Similarity score:,False
294,0.8726,FEVERHardNegatives,Qwen/Qwen3-Embedding-0.6B,Encode this input for retrieval:,False
